gv_id,host_id,gv_order,host_tax,no_of_layers,layers,host_tax_perc
Fred_2_3,Fred_tig00010071-10-2322020_lc,Pandoravirales,Actinomycetota bacterium,3,"crispr, gene_sharing, integration_middle","14,2857"
Hade_1,Hade_tig00003088-10-4372090_lc,Pimascovirales,bacterium,4,"crispr, gene_sharing, integration_boundary, integration_middle","8,97436"
Hjor_1,Hjor_tig00001270-10-4746200_lc,Pimascovirales,uncultured virus,4,"crispr, gene_sharing, integration_boundary, integration_middle","21,7391"
Hjor_2_3_4_6,Hjor_tig00005142-10-1794980_lc,Imitervirales,Alphaproteobacteria bacterium,3,"crispr, gene_sharing, integration_middle","7,69231"
Lyne_1,OdNE_tig00000187-10-14157450_lc,Imitervirales,Cotonvirus japonicus,2,"crispr, gene_sharing","6,89655"
OdNE_1,OdNE_tig00000187-10-14157450_lc,Imitervirales,Cotonvirus japonicus,3,"crispr, gene_sharing, integration_middle","6,89655"
Skiv_3_6,OdNE_tig00000187-10-14157450_lc,Imitervirales,Cotonvirus japonicus,3,"crispr, gene_sharing, integration_middle","6,89655"
Viby_1_2_3_4,OdNE_tig00000187-10-14157450_lc,Imitervirales,Cotonvirus japonicus,4,"crispr, gene_sharing, integration_boundary, integration_middle","6,89655"
Bjer_1,Bjer_tig00003152-10-4648240_lc,Asfuvirales,Pacmanvirus A23,3,"gene_sharing, integration_boundary, integration_middle","5,71429"
Bjer_1,Damh_tig00001620-10-2012370_lc,Asfuvirales,Pacmanvirus A23,2,"gene_sharing, integration_middle","13,3333"
Bjer_1,Damh_tig00003367-10-1511030_lc,Asfuvirales,Marseillevirus LCMAC101,2,"gene_sharing, integration_middle","6,66667"
Bjer_2_3,Bjer_tig00005251-10-2877190_lc,Pimascovirales,Marseillevirus LCMAC102,3,"gene_sharing, integration_boundary, integration_middle","22,6415"
Bjer_2_3,Bjer_tig00007454-10-2210560_lc,Pimascovirales,Marseillevirus LCMAC102,2,"gene_sharing, integration_middle","23,5294"
Bjer_2_3,Mari_tig00004036-10-3626190_lc,Pimascovirales,Marseillevirus LCMAC102,3,"gene_sharing, integration_boundary, integration_middle","19,2982"
Damh_1_2,Bjer_tig00003152-10-4648240_lc,Asfuvirales,Pacmanvirus A23,2,"gene_sharing, integration_middle","5,71429"
Mari_1_3,Bjer_tig00005251-10-2877190_lc,Pimascovirales,Marseillevirus LCMAC102,3,"gene_sharing, integration_boundary, integration_middle","22,6415"
Mari_1_3,Bjer_tig00007454-10-2210560_lc,Pimascovirales,Marseillevirus LCMAC102,2,"gene_sharing, integration_middle","23,5294"
Damh_1_2,Damh_tig00001620-10-2012370_lc,Asfuvirales,Pacmanvirus A23,2,"gene_sharing, integration_middle","13,3333"
Damh_1_2,Damh_tig00003367-10-1511030_lc,Asfuvirales,Marseillevirus LCMAC101,2,"gene_sharing, integration_middle","6,66667"
EsbW_1,EsbW_tig00004004-10-4987800_lc,Pimascovirales,bacterium,3,"gene_sharing, integration_boundary, integration_middle",5
Fred_1_A,Fred_tig00009743-10-1099150_lc,Pandoravirales,Bacteroidales bacterium,2,"gene_sharing, integration_middle","14,2857"
Fred_1_A,Fred_tig00352724-10-1651420_lc,Pandoravirales,Paraphysoderma sedebokerense,3,"gene_sharing, integration_boundary, integration_middle",10
Fred_1_A,Fred_tig00352725-10-1069880_lc,Pandoravirales,Candidatus Binatia bacterium,2,"gene_sharing, integration_middle","12,5"
Fred_1_B,Fred_tig00009743-10-1099150_lc,Pandoravirales,Bacteroidales bacterium,2,"gene_sharing, integration_middle","14,2857"
Fred_1_B,Fred_tig00352724-10-1651420_lc,Pandoravirales,Paraphysoderma sedebokerense,3,"gene_sharing, integration_boundary, integration_middle",10
Fred_1_B,Fred_tig00352725-10-1069880_lc,Pandoravirales,Candidatus Binatia bacterium,2,"gene_sharing, integration_middle","12,5"
Hjor_2_3_4_6,Hjor_tig00003964-10-2978680_lc,Imitervirales,Indivirus ILV1,2,"gene_sharing, integration_middle","7,57576"
Hjor_2_3_4_6,Hjor_tig00005182-10-1360720_lc,Imitervirales,bacterium,2,"gene_sharing, integration_middle","14,8148"
Hjor_2_3_4_6,Hjor_tig00006159-10-1434770_lc,Imitervirales,Terrestrivirus sp.,2,"gene_sharing, integration_middle","7,40741"
Hjor_2_3_4_6,OdNE_tig00000187-10-14157450_lc,Imitervirales,Cotonvirus japonicus,2,"gene_sharing, integration_middle","6,89655"
Hjor_5_8_9,Hjor_tig00008388-10-1084230_lc,Pimascovirales,Saprospiraceae bacterium,3,"gene_sharing, integration_boundary, integration_middle",20
Mari_1_3,Mari_tig00004036-10-3626190_lc,Pimascovirales,Marseillevirus LCMAC102,2,"gene_sharing, integration_middle","19,2982"
Mari_2_5,Mari_tig00008538-10-1788250_lc,Asfuvirales,Brachionus plicatilis,2,"gene_sharing, integration_middle","9,09091"
OdNE_1,Viby_tig00003089-10-1591420_lc,Imitervirales,Satyrvirus sp.,2,"gene_sharing, integration_middle","12,5"
OdNE_1,Viby_tig00003941-10-1214300_lc,Imitervirales,Cotonvirus japonicus,2,"gene_sharing, integration_middle","17,6471"
OdNW_2_10_11,OdNW_tig00005864-10-1477180_lc,Pimascovirales,Solivirus sp.,2,"gene_sharing, integration_middle",40
OdNW_3_4,OdNW_tig00006802-10-1794120_lc,Pandoravirales,Edaphobacter lichenicola,2,"gene_sharing, integration_middle","7,69231"
OdNW_3_4,OdNW_tig00007828-10-1024470_lc,Pandoravirales,Hyperionvirus sp.,2,"gene_sharing, integration_middle",25
OdNW_8,OdNW_tig00006802-10-1794120_lc,Pandoravirales,Edaphobacter lichenicola,2,"gene_sharing, integration_middle","7,69231"
OdNW_8,OdNW_tig00007828-10-1024470_lc,Pandoravirales,Hyperionvirus sp.,2,"gene_sharing, integration_middle",25
Rand_1_2,Rand_tig00000600-10-6272120_lc,Imitervirales,Flavobacteriales bacterium,2,"gene_sharing, integration_middle","3,9604"
Vibo_2_3_4,Vibo_tig00003214-10-1505520_lc,Asfuvirales,Anaeramoeba ignava,3,"gene_sharing, integration_boundary, integration_middle","14,2857"
Viby_1_2_3_4,Viby_tig00003089-10-1591420_lc,Imitervirales,Satyrvirus sp.,2,"gene_sharing, integration_middle","12,5"
Hjor_1,AalE_tig00263858-10-13527630_lc,Pimascovirales,Candidatus Phosphoribacter hodrii,2,"integration_boundary, integration_middle","80,6608"
Hjor_1,AalW_tig00404709-10-6402920_lc,Pimascovirales,Candidatus Phosphoribacter hodrii,2,"integration_boundary, integration_middle","65,9758"
Hjor_1,Aved_tig00374556-10-1707800_lc,Pimascovirales,Candidatus Phosphoribacter hodrii,2,"integration_boundary, integration_middle","67,1141"
Hjor_1,Ega_tig00000626-10-9714340_lc,Pimascovirales,Candidatus Phosphoribacter hodrii,2,"integration_boundary, integration_middle","84,4626"
Hjor_1,Ejby_tig00214222-10-17568240_lc,Pimascovirales,Candidatus Phosphoribacter hodrii,2,"integration_boundary, integration_middle","58,1191"
Hjor_1,Hirt_tig00316382-10-13345710_lc,Pimascovirales,Candidatus Phosphoribacter hodrii,2,"integration_boundary, integration_middle","53,5199"
Hjor_1,Skiv_tig00002628-10-6917190_lc,Pimascovirales,Candidatus Phosphoribacter hodrii,2,"integration_boundary, integration_middle","60,134"
Damh_3,EsbW_tig00001290-10-13083280_lc,Asfuvirales,Ignavibacteria bacterium,2,"integration_middle, occurance_ill_positive","99,4805"
Damh_3,Hjor_tig00119789-10-6856970_lc,Asfuvirales,Ignavibacteria bacterium,2,"integration_middle, occurance_ill_positive","97,4958"
Damh_3,Mari_tig00000326-10-7574630_lc,Asfuvirales,Ignavibacteria bacterium,2,"integration_middle, occurance_ill_positive","99,6805"
Damh_3,OdNE_tig00228292-10-3696290_lc,Asfuvirales,Ignavibacteria bacterium,2,"integration_middle, occurance_ill_positive","98,3974"
Damh_3,Ribe_tig00000935-10-10939420_lc,Asfuvirales,Ignavibacteria bacterium,2,"integration_middle, occurance_ill_positive","95,7701"
Damh_3,Skiv_tig00007006-10-1711750_lc,Asfuvirales,Ignavibacteria bacterium,2,"integration_middle, occurance_ill_positive","99,3464"
OdNW_1_7,AalE_tig00002115-10-1410850_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","88,5496"
OdNW_1_7,AalE_tig00264105-10-5468340_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","89,8855"
OdNW_1_7,AalW_tig00004871-10-5564150_lc,Pimascovirales,Sphingobacteriales bacterium,2,"integration_middle, occurance_ont_positive","92,6991"
OdNW_1_7,AalW_tig00007382-70-3972660_lc,Pimascovirales,Planctomycetota bacterium,2,"integration_middle, occurance_ont_positive","83,432"
OdNW_1_7,AalW_tig00011537-10-2719710_lc,Pimascovirales,Acidobacteriota bacterium,2,"integration_middle, occurance_ont_positive","71,9298"
OdNW_1_7,AalW_tig00024873-10-1091210_lc,Pimascovirales,Chitinophagales bacterium,2,"integration_middle, occurance_ont_positive","96,0784"
OdNW_1_7,AalW_tig00403943-10-5788890_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","61,4679"
OdNW_1_7,AalW_tig00403997-10-1062620_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","79,4393"
OdNW_1_7,AalW_tig00404054-10-3005060_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive",98
OdNW_1_7,AalW_tig00404062-10-3004810_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","98,4436"
OdNW_1_7,AalW_tig00404064-10-3938890_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","97,8659"
OdNW_1_7,AalW_tig00404124-10-25052390_lc,Pimascovirales,Nitrosomonas sp.,2,"integration_middle, occurance_ont_positive","97,1121"
OdNW_1_7,AalW_tig00407106-10-1916540_lc,Pimascovirales,Acidobacteriota bacterium,2,"integration_middle, occurance_ont_positive","80,8743"
OdNW_1_7,AalW_tig01688298-10-4858740_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","93,6842"
OdNW_1_7,AalW_tig01689254-10-1307710_lc,Pimascovirales,Polyangiaceae bacterium,2,"integration_middle, occurance_ont_positive",100
OdNW_1_7,Aved_tig00000023-10-69002250_lc,Pimascovirales,Deltaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","98,6876"
OdNW_1_7,Aved_tig00001379-10-7111440_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","94,7368"
OdNW_1_7,Aved_tig00001818-10-11279730_lc,Pimascovirales,Planctomycetota bacterium,2,"integration_middle, occurance_ont_positive","80,5815"
OdNW_1_7,Aved_tig00005700-10-6493760_lc,Pimascovirales,Polyangiaceae bacterium,2,"integration_middle, occurance_ont_positive","99,8124"
OdNW_1_7,Aved_tig00007333-10-4892930_lc,Pimascovirales,Acidobacteriota bacterium,2,"integration_middle, occurance_ont_positive","78,8235"
OdNW_1_7,Aved_tig00008439-10-4304890_lc,Pimascovirales,Sandaracinaceae bacterium,2,"integration_middle, occurance_ont_positive","99,2147"
OdNW_1_7,Aved_tig00018403-10-1825410_lc,Pimascovirales,Moraxellaceae bacterium,2,"integration_middle, occurance_ont_positive","52,6042"
OdNW_1_7,Aved_tig00019217-10-1715390_lc,Pimascovirales,Bacteroidota bacterium,2,"integration_middle, occurance_ont_positive","78,9809"
OdNW_1_7,Aved_tig00025404-10-1098390_lc,Pimascovirales,Burkholderiaceae bacterium,2,"integration_middle, occurance_ont_positive","52,5773"
OdNW_1_7,Aved_tig00373141-10-41657220_lc,Pimascovirales,Sphingobacteriales bacterium,2,"integration_middle, occurance_ont_positive","93,8976"
OdNW_1_7,Aved_tig00373161-10-34443090_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","96,9607"
OdNW_1_7,Aved_tig00373228-10-2667940_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","93,9271"
OdNW_1_7,Aved_tig00373616-10-1813440_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","93,3735"
OdNW_1_7,Bjer_tig00000746-10-11148880_lc,Pimascovirales,Leptospiraceae bacterium,2,"integration_middle, occurance_ont_positive","99,7151"
OdNW_1_7,Bjer_tig00004728-10-3507000_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","93,7685"
OdNW_1_7,Bjer_tig00011007-10-1529260_lc,Pimascovirales,Bacteroidota bacterium,2,"integration_middle, occurance_ont_positive","73,4694"
OdNW_1_7,Bjer_tig00199837-10-13729410_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","87,9405"
OdNW_1_7,Bjer_tig00199931-10-2857410_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","90,5263"
OdNW_1_7,Damh_tig00000872-10-7006710_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","99,1722"
OdNW_1_7,Damh_tig00001003-10-1086070_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","89,6552"
OdNW_1_7,Damh_tig00001954-10-4255120_lc,Pimascovirales,Sandaracinaceae bacterium,2,"integration_middle, occurance_ont_positive","99,4709"
OdNW_1_7,Damh_tig00003689-10-2851850_lc,Pimascovirales,Chitinophagales bacterium,2,"integration_middle, occurance_ont_positive","90,5455"
OdNW_1_7,Damh_tig00005226-10-2368670_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","98,2353"
OdNW_1_7,Damh_tig00201748-10-5393280_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","87,9771"
OdNW_1_7,Damh_tig00202197-10-1363370_lc,Pimascovirales,Rhodocyclales bacterium,2,"integration_middle, occurance_ont_positive",36
OdNW_1_7,Ega_tig00000072-10-8981080_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","93,0126"
OdNW_1_7,Ega_tig00001075-10-3051240_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","92,6056"
OdNW_1_7,Ega_tig00003168-10-2180760_lc,Pimascovirales,Chitinophagaceae bacterium,2,"integration_middle, occurance_ont_positive","99,1031"
OdNW_1_7,Ega_tig00004857-10-1725150_lc,Pimascovirales,Chitinophagales bacterium,2,"integration_middle, occurance_ont_positive","86,4198"
OdNW_1_7,Ega_tig00192047-10-7251990_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","92,6301"
OdNW_1_7,Ega_tig00192175-10-5136130_lc,Pimascovirales,Rhodocyclaceae bacterium,2,"integration_middle, occurance_ont_positive","42,3221"
OdNW_1_7,Ejby_tig00000092-10-12928430_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","98,5687"
OdNW_1_7,Ejby_tig00000173-10-14447220_lc,Pimascovirales,Sphingobacteriales bacterium,2,"integration_middle, occurance_ont_positive","93,9736"
OdNW_1_7,Ejby_tig00000569-10-8538360_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","98,5342"
OdNW_1_7,Ejby_tig00000698-10-6924760_lc,Pimascovirales,Chitinophagaceae bacterium,2,"integration_middle, occurance_ont_positive","97,4441"
OdNW_1_7,Ejby_tig00000784-10-5654460_lc,Pimascovirales,Anaerolineales bacterium,2,"integration_middle, occurance_ont_positive","98,2726"
OdNW_1_7,Ejby_tig00002540-10-3492070_lc,Pimascovirales,Crocinitomicaceae bacterium,2,"integration_middle, occurance_ont_positive","93,3993"
OdNW_1_7,Ejby_tig00003359-10-2549640_lc,Pimascovirales,Chitinophagales bacterium,2,"integration_middle, occurance_ont_positive","89,2989"
OdNW_1_7,Ejby_tig00007454-10-1270000_lc,Pimascovirales,Sandaracinaceae bacterium,2,"integration_middle, occurance_ont_positive","99,0741"
OdNW_1_7,Ejby_tig00214205-10-12110690_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","93,1699"
OdNW_1_7,Ejby_tig00214212-10-3015860_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","92,7798"
OdNW_1_7,EsbE_tig00174980-10-3125290_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","88,1188"
OdNW_1_7,EsbW_tig00015230-10-1289500_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","89,9225"
OdNW_1_7,Fred_tig00001925-10-5233780_lc,Pimascovirales,Acidobacteriota bacterium,2,"integration_middle, occurance_ont_positive","77,6824"
OdNW_1_7,Fred_tig00002783-10-10406710_lc,Pimascovirales,Chitinophagaceae bacterium,2,"integration_middle, occurance_ont_positive","97,9497"
OdNW_1_7,Fred_tig00351105-10-5053980_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","94,6939"
OdNW_1_7,Fred_tig00351107-10-5439050_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","91,9075"
OdNW_1_7,Fred_tig00351111-10-4239360_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","93,6275"
OdNW_1_7,Fred_tig01546531-10-42007240_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","98,4322"
OdNW_1_7,Hade_tig00001006-10-9619970_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","86,3813"
OdNW_1_7,Hade_tig00006151-10-2457780_lc,Pimascovirales,Leptospiraceae bacterium,2,"integration_middle, occurance_ont_positive","99,177"
OdNW_1_7,Hade_tig00406404-10-5853790_lc,Pimascovirales,Sandaracinaceae bacterium,2,"integration_middle, occurance_ont_positive","99,2606"
OdNW_1_7,Hirt_tig00000033-10-3780400_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","97,4194"
OdNW_1_7,Hirt_tig00000338-10-7941060_lc,Pimascovirales,Acidobacteriota bacterium,2,"integration_middle, occurance_ont_positive","93,9914"
OdNW_1_7,Hirt_tig00316241-10-9429080_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","77,6596"
OdNW_1_7,Hirt_tig00316307-10-6813670_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","98,3193"
OdNW_1_7,Lyne_tig00001227-10-12429350_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","88,9083"
OdNW_1_7,Lyne_tig00004442-10-5947510_lc,Pimascovirales,Deltaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","99,5868"
OdNW_1_7,Lyne_tig00005293-10-4931360_lc,Pimascovirales,Planctomycetota bacterium,2,"integration_middle, occurance_ont_positive","84,2825"
OdNW_1_7,Lyne_tig00005710-10-4287590_lc,Pimascovirales,Sandaracinaceae bacterium,2,"integration_middle, occurance_ont_positive","97,0667"
OdNW_1_7,Lyne_tig00006518-10-5221030_lc,Pimascovirales,Polyangiaceae bacterium,2,"integration_middle, occurance_ont_positive","99,2958"
OdNW_1_7,Lyne_tig00006881-10-3099520_lc,Pimascovirales,Deltaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","96,9466"
OdNW_1_7,Lyne_tig00007896-10-3777320_lc,Pimascovirales,Sphingobacteriales bacterium,2,"integration_middle, occurance_ont_positive","90,9091"
OdNW_1_7,Lyne_tig00008385-10-2266590_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","99,0826"
OdNW_1_7,Lyne_tig00014398-10-2084030_lc,Pimascovirales,Crocinitomicaceae bacterium,2,"integration_middle, occurance_ont_positive","94,5055"
OdNW_1_7,Lyne_tig00018100-10-1530500_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","81,3793"
OdNW_1_7,Lyne_tig00320253-10-17057870_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","96,5831"
OdNW_1_7,Lyne_tig00320305-10-21119340_lc,Pimascovirales,Bacteroidia bacterium,2,"integration_middle, occurance_ont_positive","83,9306"
OdNW_1_7,Lyne_tig00322537-10-1629580_lc,Pimascovirales,Chitinophagales bacterium,2,"integration_middle, occurance_ont_positive","85,3503"
OdNW_1_7,Lyne_tig01431539-10-1311030_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","86,2745"
OdNW_1_7,Mari_tig00218461-10-6362770_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","93,4122"
OdNW_1_7,Mari_tig00869343-10-1218290_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","93,1624"
OdNW_1_7,OdNE_tig00006380-10-2092060_lc,Pimascovirales,Ferruginibacter sp.,2,"integration_middle, occurance_ont_negative","80,4348"
OdNW_1_7,OdNE_tig00007342-10-1650860_lc,Pimascovirales,Chitinophagales bacterium,2,"integration_middle, occurance_ont_positive","86,6242"
OdNW_1_7,OdNE_tig00007576-10-1224570_lc,Pimascovirales,Deltaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","85,2941"
OdNW_1_7,OdNE_tig00228001-10-10581590_lc,Pimascovirales,Leptospiraceae bacterium,2,"integration_middle, occurance_ont_positive","99,2986"
OdNW_1_7,OdNW_tig00000034-10-22701560_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","98,0594"
OdNW_1_7,OdNW_tig00000149-10-12070300_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","88,9279"
OdNW_1_7,OdNW_tig00000426-10-8681850_lc,Pimascovirales,Leptospiraceae bacterium,2,"integration_middle, occurance_ont_positive","99,7449"
OdNW_1_7,OdNW_tig00000594-10-1663080_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","70,4698"
OdNW_1_7,OdNW_tig00001108-10-6393040_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","81,6399"
OdNW_1_7,OdNW_tig00002253-10-4726600_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","99,2424"
OdNW_1_7,OdNW_tig00002840-10-3484940_lc,Pimascovirales,Acidobacteriota bacterium,2,"integration_middle, occurance_ont_positive","95,3988"
OdNW_1_7,OdNW_tig00004173-10-2624180_lc,Pimascovirales,Chitinophagales bacterium,2,"integration_middle, occurance_ont_positive","80,2752"
OdNW_1_7,OdNW_tig00004445-10-1039170_lc,Pimascovirales,Bdellovibrionales bacterium,2,"integration_middle, occurance_ont_positive",30
OdNW_1_7,OdNW_tig00004527-10-2355940_lc,Pimascovirales,Sandaracinaceae bacterium,2,"integration_middle, occurance_ont_positive","97,1154"
OdNW_1_7,OdNW_tig00009470-10-1152630_lc,Pimascovirales,Planctomycetota bacterium,2,"integration_middle, occurance_ont_positive","81,6"
OdNW_1_7,OdNW_tig00010341-10-1154830_lc,Pimascovirales,Burkholderiaceae bacterium,2,"integration_middle, occurance_ont_positive","56,1224"
OdNW_1_7,OdNW_tig00010875-10-1652030_lc,Pimascovirales,Acidobacteriota bacterium,2,"integration_middle, occurance_ont_positive","79,6296"
OdNW_1_7,OdNW_tig00219797-10-3158050_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","98,7069"
OdNW_1_7,OdNW_tig00219891-10-1626370_lc,Pimascovirales,Deltaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","94,8905"
OdNW_1_7,Rand_tig00000102-10-16645370_lc,Pimascovirales,Saprospiraceae bacterium,2,"integration_middle, occurance_ont_positive","99,1622"
OdNW_1_7,Rand_tig00000513-10-5903810_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","93,3333"
OdNW_1_7,Rand_tig00000538-10-6483260_lc,Pimascovirales,Anaerolineales bacterium,2,"integration_middle, occurance_ont_positive","98,3389"
OdNW_1_7,Rand_tig00001242-10-4739580_lc,Pimascovirales,Chitinophagaceae bacterium,2,"integration_middle, occurance_ont_positive","95,814"
OdNW_1_7,Rand_tig00004764-10-1240600_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","90,7692"
OdNW_1_7,Rand_tig00004816-10-1322510_lc,Pimascovirales,Planctomycetota bacterium,2,"integration_middle, occurance_ont_positive","83,6207"
OdNW_1_7,Ribe_tig01079083-10-1449580_lc,Pimascovirales,Leptospiraceae bacterium,2,"integration_middle, occurance_ont_positive","99,2958"
OdNW_1_7,Skiv_tig00005046-10-3329050_lc,Pimascovirales,Bacteroidota bacterium,2,"integration_middle, occurance_ont_positive","61,4407"
OdNW_1_7,Viby_tig00000100-10-11595700_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","88,6647"
OdNW_1_7,Viby_tig00000246-10-7604480_lc,Pimascovirales,Sphingobacteriales bacterium,2,"integration_middle, occurance_ont_positive","93,7163"
OdNW_1_7,Viby_tig00002735-10-1784790_lc,Pimascovirales,Chitinophagales bacterium,2,"integration_middle, occurance_ont_positive","88,5714"
OdNW_1_7,Viby_tig00003166-10-1550750_lc,Pimascovirales,Sandaracinaceae bacterium,2,"integration_middle, occurance_ont_positive","95,6522"
OdNW_1_7,Viby_tig00591494-10-3215630_lc,Pimascovirales,Betaproteobacteria bacterium,2,"integration_middle, occurance_ont_positive","91,3043"
Bjer_7,Aved_tig00006163-10-5048400_lc,Asfuvirales,Myxococcales bacterium,2,"occurance_ill_positive, occurance_ont_positive","94,2211"
Damh_4,Aved_tig00006163-10-5048400_lc,Asfuvirales,Myxococcales bacterium,2,"occurance_ill_positive, occurance_ont_positive","94,2211"
Bjer_7,Aved_tig00006749-10-4333460_lc,Asfuvirales,Myxococcales bacterium,2,"occurance_ill_positive, occurance_ont_positive","91,092"
